citation_key,title,year,decision,criterion,reason,reviewer,timestamp
YuntongZhang2024,AutoCodeRover: Autonomous Program Improvement,2024,include,I1,"Titulo e abstract descrevem AutoCodeRover como abordagem autonoma para resolver issues do GitHub, combinando LLMs, busca de codigo, manutencao e evolucao de software.",screening-logger,2026-05-28T13:27:00Z
Anon2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,2024,exclude,E7,Registro corresponde a anais de conferencia e nao possui abstract ou detalhes tecnicos suficientes para extracao.,screening-logger,2026-05-28T13:27:00Z
ZhensuSun2024,AI Coders Are among Us: Rethinking Programming Language Grammar towards Efficient Code Generation,2024,exclude,E3,"Titulo e abstract focam gramatica de linguagem de programacao orientada a geracao eficiente por IA, sem processo amplo de desenvolvimento.",screening-logger,2026-05-28T13:27:00Z
HanbinWang2024,INTERVENOR: Prompting the Coding Ability of Large Language Models with the Interactive Chain of Repair,2024,exclude,E3,"Titulo e abstract descrevem sistema de reparo interativo de codigo com papeis e feedback de compilador, mas restrito a geracao, traducao e reparo de codigo.",screening-logger,2026-05-28T13:27:00Z
ZeeshanRasheed2024,Codepori: Large-Scale System for Autonomous Software Development Using Multi-Agent Technology,2024,include,I1,Titulo descreve Codepori como sistema de larga escala para desenvolvimento autonomo de software usando tecnologia multiagente; ausencia de abstract exige verificacao em texto completo.,screening-logger,2026-05-28T13:27:00Z
HuanZhang2024,A Pair Programming Framework for Code Generation via Multi-Plan Exploration and Feedback-Driven Refinement,2024,include,I1,"Titulo e abstract descrevem PairCoder como framework de pair programming com agentes Navigator e Driver, planejamento, execucao de codigo, testes e refinamento por feedback.",screening-logger,2026-05-28T13:27:00Z
VasiliosMavroudis2024,LangChain,2024,exclude,E8,"Titulo e abstract analisam LangChain para desenvolvimento de aplicacoes LLM em geral, sem tratar frameworks de desenvolvimento de software com IA como unidade de analise.",screening-logger,2026-05-28T13:27:00Z
XinZhou2024,Large Language Model for Vulnerability Detection and Repair: Literature Review and the Road Ahead,2024,exclude,E3,"Titulo e abstract apresentam revisao sobre LLMs para deteccao e reparo de vulnerabilidades, tarefa especifica de seguranca de software.",screening-logger,2026-05-28T13:27:00Z
SungminKang2024,Explainable automated debugging via large language model-driven scientific debugging,2024,exclude,E3,"Titulo e abstract descrevem debugging e reparo automatizado com LLMs, restritos a uma tarefa especifica de manutencao.",screening-logger,2026-05-28T13:27:00Z
SaiZhang2025,Empowering Agile-Based Generative Software Development through Human-AI Teamwork,2025,include,I1,"Titulo e abstract descrevem AgileGen como desenvolvimento generativo baseado em agile e teamwork humano-IA, com requisitos, criterios de aceitacao, Gherkin e iteracao.",screening-logger,2026-05-28T13:27:00Z
VivankSharma2019,Machine Learning based Predictive Analysis for failure of monitored control System,2019,exclude,missing I1,"Titulo e abstract tratam predicao de falhas em sistema IoT monitorado, sem desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
RajivKohli2018,Digital innovation:Areview and synthesis,2018,exclude,missing I1,"Titulo e abstract revisam inovacao digital em sistemas de informacao, sem framework de desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
KlaasJanStol2018,The ABC of Software Engineering Research,2018,exclude,missing I1,"Titulo e abstract apresentam metodologia de pesquisa em engenharia de software, sem desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
DanielRusso2018,A Meta-Model for Information Systems Quality,2018,exclude,missing I1,"Titulo e abstract tratam qualidade de sistemas de informacao, arquitetura e processo, sem camada de IA para desenvolvimento de software.",screening-logger,2026-05-28T13:27:00Z
AriHoltzman2019,The Curious Case of Neural Text Degeneration,2019,exclude,E8,"Titulo e abstract tratam degeneracao em geracao neural de texto, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
MaiSkjttLinneberg2019,Coding qualitative data: a synthesis guiding the novice,2019,exclude,missing I1,"Titulo e abstract tratam codificacao de dados qualitativos, sem desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
GalitShmueli2019,Predictive model assessment in PLS-SEM: guidelines for using PLSpredict,2019,exclude,missing I1,"Titulo e abstract tratam avaliacao preditiva em PLS-SEM, sem desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
JaredKaplan2020,Scaling Laws for Neural Language Models,2020,exclude,E8,"Titulo e abstract tratam leis de escala ou intervencoes agenticas em IA de modo geral, sem desenvolvimento de software com IA como unidade de analise.",screening-logger,2026-05-28T13:27:00Z
StineGrodal2020,Achieving Rigor in Qualitative Analysis: The Role of Active Categorization in Theory Building,2020,exclude,missing I1,"Titulo e abstract tratam rigor em analise qualitativa e teoria organizacional, sem desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
DanielRusso2021,PLS-SEM for Software Engineering Research,2021,exclude,missing I1,"Titulo e abstract tratam PLS-SEM para pesquisa em engenharia de software, sem desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
DanielRusso2021_2,The Agile Success Model,2021,exclude,missing I1,"Titulo e abstract tratam modelo de sucesso agile tradicional, sem camada de IA para desenvolvimento de software.",screening-logger,2026-05-28T13:27:00Z
EmmanuelSeniorTenakwah2021,What do employees want? Halting record-setting turnovers globally,2021,exclude,missing I1,"Titulo e abstract tratam retencao de empregados e turnover, fora do dominio de desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
PriyanVaithilingam2022,Expectation vs. Experience: Evaluating the Usability of Code Generation Tools Powered by Large Language Models,2022,exclude,E2,"Titulo e abstract avaliam usabilidade de Copilot como ferramenta de geracao de codigo, sem workflow proprio, artefatos persistentes ou papeis.",screening-logger,2026-05-28T13:27:00Z
HusseinMozannar2022,Reading Between the Lines: Modeling User Behavior and Costs in AI-Assisted Programming,2022,exclude,E2,"Titulo e abstract modelam comportamento de usuarios em Copilot e CodeWhisperer, sem framework proprio de desenvolvimento com IA.",screening-logger,2026-05-28T13:27:00Z
RuijiaCheng2022,"""It would work for me too"": How Online Communities Shape Software Developers' Trust in AI-Powered Code Generation Tools",2022,exclude,E2,"Titulo e abstract estudam confianca em ferramentas de geracao de codigo por IA, sem workflow proprio, artefatos persistentes ou papeis.",screening-logger,2026-05-28T13:27:00Z
AntonioMastropaolo2023,On the Robustness of Code Generation Techniques: An Empirical Study on GitHub Copilot,2023,exclude,E2,"Titulo e abstract avaliam robustez de GitHub Copilot como ferramenta de geracao de codigo, sem framework de processo proprio.",screening-logger,2026-05-28T13:27:00Z
BeiqiZhang2023,Practices and Challenges of Using GitHub Copilot: An Empirical Study,2023,exclude,E2,"Titulo e abstract estudam praticas e desafios de uso do GitHub Copilot, sem framework proprio de desenvolvimento com IA.",screening-logger,2026-05-28T13:27:00Z
BeiqiZhang2023_2,Practices and Challenges of Using GitHub Copilot: An Empirical Study,2023,exclude,E5,Registro duplica o estudo `BeiqiZhang2023` sobre praticas e desafios de uso do GitHub Copilot; ambos permanecem fora do escopo por E2.,screening-logger,2026-05-28T13:27:00Z
RuotongWang2023,Investigating and Designing for Trust in AI-powered Code Generation Tools,2023,exclude,E2,"Titulo e abstract estudam confianca em ferramentas de geracao de codigo por IA, sem workflow proprio, artefatos persistentes ou papeis.",screening-logger,2026-05-28T13:27:00Z
GarridoMerchn2023,"An Automated Survey of Generative Artificial Intelligence: Large Language Models, Architectures, Protocols, and Applications",2023,exclude,E8,"Titulo e abstract apresentam survey amplo de IA generativa e LLMs, sem foco substantivo em desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
pekzkaya2023,The Next Frontier in Software Development: AI-Augmented Software Development Processes,2023,include,I1,"Titulo e abstract discutem processos de desenvolvimento de software aumentados por IA generativa, com foco explicito em evolucao do processo e automacao bem direcionada.",screening-logger,2026-05-28T13:27:00Z
YanjieGao2023,An Empirical Study on Quality Issues of Deep Learning Platform,2023,exclude,missing I1,"Titulo e abstract analisam problemas de qualidade em plataforma de deep learning, sem framework de desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
AlexandruMarginean2019,SapFix: Automated End-to-End Repair at Scale,2019,exclude,E3,"Titulo e abstract descrevem reparo automatizado de falhas em escala, mas restrito a fault fixing sem framework amplo de desenvolvimento com IA.",screening-logger,2026-05-28T13:44:00Z
XiangGao2019,Crash-avoiding program repair,2019,exclude,E3,"Titulo e abstract focam reparo de programas para evitar crashes, uma tarefa isolada de program repair sem processo amplo de desenvolvimento com IA.",screening-logger,2026-05-28T13:44:00Z
AnilKoyuncu2019,iFixR: bug report driven program repair,2019,exclude,E3,"Titulo e abstract descrevem pipeline de program repair guiado por bug reports, restrito a reparo de defeitos sem framework amplo de desenvolvimento com IA.",screening-logger,2026-05-28T13:44:00Z
QihaoZhu2021,A syntax-guided edit decoder for neural program repair,2021,exclude,E3,"Titulo e abstract focam decoder neural para program repair, uma tecnica de reparo isolada sem framework amplo de desenvolvimento.",screening-logger,2026-05-28T13:44:00Z
YujiaLi2022,Competition-level code generation with AlphaCode,2022,exclude,E1,"Titulo e abstract descrevem AlphaCode como sistema de geracao de codigo para competicoes, sem workflow de desenvolvimento de software ou artefatos persistentes.",screening-logger,2026-05-28T13:44:00Z
MichaelCFu2022,VulRepair: a T5-based automated software vulnerability repair,2022,exclude,E3,"Titulo e abstract focam reparo automatizado de vulnerabilidades, uma tarefa especifica de seguranca de software.",screening-logger,2026-05-28T13:44:00Z
ManishMotwani2023,Better Automatic Program Repair by Using Bug Reports and Tests Together,2023,exclude,E3,"Titulo e abstract focam program repair usando bug reports e testes, uma tarefa especifica de manutencao.",screening-logger,2026-05-28T13:44:00Z
ZhiyuFan2023,Automated Repair of Programs from Large Language Models,2023,exclude,E3,"Titulo e abstract focam reparo de programas gerados por LLMs, uma tarefa especifica para melhorar codigo gerado.",screening-logger,2026-05-28T13:44:00Z
WeishiWang2023,RAP-Gen: Retrieval-Augmented Patch Generation with CodeT5 for Automatic Program Repair,2023,exclude,E3,"Titulo e abstract descrevem patch generation para automatic program repair, restrito a uma tarefa de reparo.",screening-logger,2026-05-28T13:44:00Z
PengchengYin2018,TRANX: A Transition-based Neural Abstract Syntax Parser for Semantic Parsing and Code Generation,2018,exclude,E3,"Titulo e abstract tratam parsing semantico e code generation, uma tecnica de geracao de codigo sem processo amplo de desenvolvimento.",screening-logger,2026-05-28T13:44:00Z
GaetaninoPaolone2020,Automatic Code Generation of MVC Web Applications,2020,exclude,missing I1,"Titulo e abstract descrevem geracao automatica de codigo por MDA e UML, sem camada de IA para desenvolvimento de software.",screening-logger,2026-05-28T13:44:00Z
FrankFXu2022,In-IDE Code Generation from Natural Language: Promise and Challenges,2022,exclude,E2,"Titulo e abstract avaliam plugin de code generation em IDE, sem workflow proprio, artefatos persistentes, papeis ou validacao de processo.",screening-logger,2026-05-28T13:44:00Z
YueWang2021,CodeT5: Identifier-aware Unified Pre-trained Encoder-Decoder Models for Code Understanding and Generation,2021,exclude,E1,"Titulo e abstract apresentam modelo pre-treinado para code understanding e generation, sem camada de processo ou framework de desenvolvimento.",screening-logger,2026-05-28T13:44:00Z
PhillipALaplante2022,Requirements Engineering for Software and Systems,2022,exclude,missing I1,"Titulo e abstract tratam engenharia de requisitos para software e sistemas em geral, sem desenvolvimento de software com IA.",screening-logger,2026-05-28T13:44:00Z
KowndinyaBoyalakuntla2022,eGEN: an energy-saving modeling language and code generator for location-sensing of mobile apps,2022,exclude,missing I1,"Titulo e abstract descrevem linguagem de modelagem e gerador de codigo para apps moveis, sem camada de IA.",screening-logger,2026-05-28T13:44:00Z
SijieShen2022,Incorporating domain knowledge through task augmentation for front-end JavaScript code generation,2022,exclude,E3,"Titulo e abstract focam incorporacao de conhecimento de dominio em code generation, uma tarefa isolada.",screening-logger,2026-05-28T13:44:00Z
XinWang2022,Test-Driven Multi-Task Learning with Functionally Equivalent Code Transformation for Neural Code Generation,2022,exclude,E3,"Titulo e abstract focam aprendizagem multitarefa para neural code generation, uma tarefa isolada.",screening-logger,2026-05-28T13:44:00Z
ZiyanZhao2023,ReqGen: Keywords-Driven Software Requirements Generation,2023,exclude,E3,"Titulo e abstract focam geracao automatica de requisitos a partir de keywords, uma tarefa isolada de engenharia de requisitos.",screening-logger,2026-05-28T13:44:00Z
YejinBang2023,"A Multitask, Multilingual, Multimodal Evaluation of ChatGPT on Reasoning, Hallucination, and Interactivity",2023,exclude,E8,"Titulo e abstract avaliam ChatGPT em tarefas gerais de NLP, raciocinio, alucinacao e interatividade, fora do foco de desenvolvimento de software com IA.",screening-logger,2026-05-28T13:44:00Z
IrfanUllah2022,Template-based Automatic code generation for Web application and APIs Using Class Diagram,2022,exclude,missing I1,"Titulo e abstract descrevem gerador de codigo baseado em templates e class diagram, sem camada de IA.",screening-logger,2026-05-28T13:44:00Z
RahulkrishnaYandrapally2023,Carving UI Tests to Generate API Tests and API Specification,2023,exclude,E3,"Titulo e abstract focam geracao de testes e especificacao de API a partir de UI tests, uma tarefa especifica de testing.",screening-logger,2026-05-28T13:44:00Z
ChenQian2023,ChatDev: Communicative Agents for Software Development,2023,include,I1,"Titulo e abstract descrevem ChatDev como framework de desenvolvimento de software com agentes especializados, chat chain, design, coding, testing e comunicacao multi-turn.",screening-logger,2026-05-28T13:44:00Z
SiruiHong2023,MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework,2023,include,I1,"Titulo e abstract descrevem MetaGPT como framework multiagente colaborativo que codifica SOPs, papeis, workflows e verificacao de resultados intermediarios para engenharia de software.",screening-logger,2026-05-28T13:44:00Z
KnutHRolland2023,Acrobats and Safety Nets: Problematizing Large-Scale Agile Software Development,2023,exclude,missing I1,"Titulo e abstract problematizam agile em larga escala, sem camada de IA para desenvolvimento de software.",screening-logger,2026-05-28T13:44:00Z
JoonSungPark2023,Generative Agents: Interactive Simulacra of Human Behavior,2023,exclude,E8,"Titulo e abstract descrevem agentes generativos para simular comportamento humano em sandbox, sem foco substantivo em desenvolvimento de software.",screening-logger,2026-05-28T13:44:00Z
XiaoxueRen2023,From Misuse to Mastery: Enhancing Code Generation with Knowledge-Driven AI Chaining,2023,exclude,E3,"Titulo e abstract descrevem AI chaining para exception handling em code generation, restrito a uma tarefa de geracao de codigo.",screening-logger,2026-05-28T13:44:00Z
YuCheng2023,Prompt Sapper: A LLM-Empowered Production Tool for Building AI Chains,2023,include,I1,Titulo e abstract descrevem Prompt Sapper como metodologia de AI chain engineering e IDE no-code para construir servicos de IA reutilizaveis com principios e padroes de engenharia de software.,screening-logger,2026-05-28T13:44:00Z
YueLiu2024,Refining ChatGPT-Generated Code: Characterizing and Mitigating Code Quality Issues,2024,exclude,E3,"Titulo e abstract caracterizam e mitigam problemas de qualidade em codigo gerado por ChatGPT, uma tarefa especifica de code generation.",screening-logger,2026-05-28T13:44:00Z
JianxunWang2023,A Review on Code Generation with LLMs: Application and Evaluation,2023,exclude,E1,"Titulo e abstract revisam code generation com LLMs e avaliacao de codigo gerado, sem camada de processo ou framework de desenvolvimento.",screening-logger,2026-05-28T13:44:00Z
AshaRajbhoj2024,Accelerating Software Development Using Generative AI: ChatGPT Case Study,2024,include,I1,"Titulo e abstract apresentam abordagem sistematica de prompting baseada em meta-modelos para fases do SDLC, validada em desenvolvimento de aplicacao com ChatGPT.",screening-logger,2026-05-28T13:44:00Z
